EpisodeReturn,EpisodeLength,EvalReturn,EvalReturnStd
151.23546386905608,31,248.5406754127718,6.087159279176693
355.3386795216721,67,411.76506929263934,64.63526738939038
380.11942922611354,86,460.13746371847253,96.18933572223877
315.5783324783992,62,540.3083509286537,83.60779097105542
302.2325828421054,70,406.98618800130134,69.21453901929313
410.86697720714733,80,498.6935597442849,51.86458174599235
746.0780106701953,143,529.0822278074187,89.82702753903487
453.4449330233514,103,555.7633679700612,60.18646833541869
721.903723143649,149,656.1173382456913,164.19716310124835
692.2091618751219,149,548.4477564465017,122.70106990310482
846.2219925188704,167,753.9644746527612,89.71441970209798
449.8089998971008,86,764.4496519226406,178.64599564186787
476.96058710553535,92,651.7203652827545,155.58397123975328
781.044823203672,150,721.5905555612691,152.7731848598576
943.4269915869718,183,690.9474168157961,182.62513428354256
1203.6958400225487,238,762.7433780956015,180.42694840889655
764.5922342291676,146,879.0026935506218,245.58688534515633
665.5184736091253,149,759.2764776730548,132.77245875870804
696.0644883953881,155,784.1121828659035,156.95569606323502
1043.1179209007432,203,891.1368581741996,323.2035201725989
795.8707188960859,148,934.3393469799128,358.84231045376475
971.3741694070766,194,1358.0990326907843,436.86674685318457
1381.715222977412,278,948.7958857431067,200.91799733836396
1434.5759879734308,281,1017.5628135026442,316.6782429052735
1396.1600227090562,299,1449.231740582984,379.4348173579926
1377.8811702093878,289,1564.440343867842,569.2868807192715
3383.2653862126126,673,1305.335492697272,362.9000728981306
3881.30295389013,758,1290.4295336997445,434.5917971754903
1208.262830562253,231,1573.204929946291,766.5583772539268
947.1149551203474,182,1116.401546693384,482.9474361239033
1187.5412079782348,230,885.0941668622994,353.2125012633278
4280.374282913665,884,1465.5743838596352,395.3352885737865
979.9264004773107,200,2637.414747763709,1457.3691306401483
3343.6426324014,651,1443.5100264898851,496.2013679758671
2175.324142932177,428,2310.8264988071037,1164.2011756097395
4493.21369813844,893,2536.435811962204,1037.9342376021104
2829.93123458166,591,2664.999180846803,1410.4211106017697
1850.148839802932,366,2766.0217783082717,1164.572760879545
5054.149034199419,1000,3875.8032781400557,1558.940034200949
3004.0967757007156,587,4268.927155332096,991.8695358629625
3473.9338926748974,692,3048.4126444255153,1517.214374024331
4977.025156191645,1000,4209.409336350746,1401.9959406453354
5038.280209629762,1000,3666.1527651023207,1691.3224043779014
5106.342859842386,1000,5037.194634191098,30.26114876770018
2515.7549669147256,487,2918.1598099915514,1437.940673488083
2355.556072534675,469,4777.145136080763,464.46832249958254
5014.422791839716,1000,4504.505956857111,1027.1231870520464
5044.5341048249775,1000,5117.889228151697,37.959995315384006
5006.773706354292,1000,4743.632176469666,945.4892516843772
898.1882577953082,208,3053.7153943227686,1675.5271130157337
5093.268083708365,1000,4370.928992237535,1364.8708887073067
4990.8021400164525,1000,4817.6791430947505,615.5949920977291
5129.781641065201,1000,4555.646843855178,1013.5460506885731
5136.607687022729,1000,4357.364119276836,1225.9355790135623
5217.144980521214,1000,4422.024642404156,1113.1354969067734
3802.3410361928345,737,4973.837733341261,450.8060043050306
1783.6561016179317,347,4774.05845969329,1108.0442052421913
5118.640178759825,1000,4871.402526446091,855.2127965244027
5249.744575251453,1000,5037.282166880302,25.60336214264106
5175.991331359011,1000,5211.011568138319,26.3915974617975
5149.740343908662,1000,5147.309478069953,18.487730319989012
5136.818572835052,1000,4870.907684919416,764.1901126773159
5175.909297891482,1000,4573.311212879625,1001.6364894946543
5170.729214536495,1000,5154.593995735308,39.16282490078375
5167.1208855547975,1000,5179.651237601315,43.83623487632976
5040.691998378067,1000,5134.90599627641,53.35085173213026
5144.050963140096,1000,4947.493317527069,46.72526785474087
5110.915158816308,1000,5029.0487657623025,60.87594485925234
5142.816914434189,1000,5046.07206973126,17.340200708158314
5144.183320807936,1000,4956.174507054298,471.606115103631
5147.995510212954,1000,5173.512712725229,45.66406729772784
5147.944086462732,1000,5209.579880533324,22.082841349099038
5068.34857799848,1000,5173.9901367882985,26.91422345425147
5156.596903540787,1000,4729.2840808836645,881.0519046727067
5033.794781281323,1000,5086.837648446114,36.31012014785671
5173.797084280746,1000,5222.595973180907,31.945643257628614
5156.536354520684,1000,5138.371695731122,37.79685935076392
5083.246878100379,1000,5275.270305452473,16.08660879089237
5072.679773043982,1000,4574.3635366916205,1145.0111278762429
5139.846744872204,1000,5178.059843282056,38.51766697638319
5194.773418197139,1000,5080.358623830549,39.25696842024927
2512.7164488834824,476,5120.876038905451,51.7581969758946
5056.061742601785,1000,4944.034227051089,53.58140513472944
4977.505991192231,1000,5136.932864435262,42.293595110797085
5138.367257783648,1000,5208.05268506648,36.7527066784105
5174.563140008999,1000,5154.7940533332,52.35999497221907
5098.035342991805,1000,5128.36369240446,31.62717452825623
5172.839988043228,1000,5191.631810679834,20.05793483535558
5166.259564172522,1000,5163.5301874328925,14.675220787422878
5085.559950027705,1000,5201.302416743919,51.657646245037
