EpisodeReturn,EpisodeLength,EvalReturn
115.34594939565659,24,182.49786381451958
358.38598048058213,82,369.98396590393315
347.6760648906733,76,353.08099547651875
497.7694503905405,102,490.6480125736783
411.7116633954533,87,555.7715049764098
461.41269343836206,91,538.9490696033018
395.87894532065434,76,667.3851134048127
329.0018201433988,76,555.1345272381718
427.525943655381,86,659.2017667000916
1050.902909003494,210,672.0101712537802
776.0080922718345,152,681.6927593168915
456.4483690826374,103,605.7818911344466
940.6202877265448,190,742.2121859494225
1008.4797642765031,194,653.4242174297146
935.8760029209922,184,797.7574270132654
859.7689756414385,172,831.6761552748918
1896.2042214166038,379,742.1471425462738
781.2278266681714,152,987.880885489807
1432.1767868383256,297,1046.1530960139016
2376.933866182301,486,1029.655832271339
836.9464549960909,158,1502.411499853755
3494.2736034837576,694,1022.1507789936434
3181.6498745268104,634,1792.838233393201
3959.560416473695,783,2204.607367159714
4765.694642120084,923,1870.285878290335
3827.216638048848,753,3144.4180446024047
5158.78800074857,1000,2881.6163602396236
4386.926549212213,849,3603.4698839458956
901.9927537517715,182,2624.971069438182
5158.198575105483,1000,3892.699102676064
5131.745122079824,1000,4386.214205184153
5099.612733142461,1000,5152.637487896997
5145.868681900566,1000,4166.433883845512
4731.807388241853,936,4363.396738215093
5096.308253780246,1000,4513.672253071992
5111.961205599939,1000,4309.932786826971
5049.924093750804,1000,4789.299737159495
5155.136359402952,1000,5085.995230416616
5079.243696539188,1000,5011.842816419689
5097.534835160147,1000,1548.6975214291658
5149.7820910373175,1000,4261.56577488914
5081.744894307825,1000,4804.206433962519
5197.831284172276,1000,1851.5109388178619
5146.387826669576,1000,4660.96662185932
4924.440561303036,1000,4927.846317247235
5184.954282840372,1000,5317.444976795373
5184.574893748673,1000,5292.195830601052
5167.806008595604,1000,2535.0306001031868
5229.4104993188475,1000,5275.532367495554
5111.846936173028,1000,5269.812288784935
4938.334484317719,1000,4160.322685343805
5169.770463798092,1000,1047.9867007230907
4192.677696292984,824,4478.903189909588
5072.185023537243,1000,3156.430761031009
5092.5816400862295,1000,5168.13870873476
5141.365437720751,1000,4754.369042612584
5126.567250370943,1000,5335.484327094467
5098.131838873317,1000,5313.055640913007
5117.466289454509,1000,1903.5624706989634
5190.500436055865,1000,4432.391501675788
5064.362226081108,1000,5310.375119420724
5156.058367206414,1000,5015.352447033936
5185.726452819452,1000,4652.337136871884
5176.828397797625,1000,5289.349067598399
5055.235309956988,1000,5204.215027612502
5042.68173968214,1000,5266.7331318521665
5076.1797878220705,1000,5254.810514164345
5156.308687920251,1000,5039.359535320682
5099.8922582492005,1000,5248.335879693176
5079.767628628804,1000,5276.01476627131
5123.94712340947,1000,3391.5957702838023
5153.45678244854,1000,3953.4231715682354
4938.012264527055,1000,5220.512671686744
5136.801840868127,1000,5343.682722429081
5146.795386028973,1000,4865.63528034626
5133.666996906693,1000,5297.814037120689
5104.326305176604,1000,5259.0968899258605
5152.55990538148,1000,5391.373907732371
5174.529723214188,1000,4286.820508024832
5031.075206542588,1000,5329.082408527558
5195.915521745353,1000,5446.9871689474185
5124.856476551553,1000,4949.6562709416585
5163.516615759926,1000,4970.500332292735
5187.24324480253,1000,5356.604260493802
5134.522528273525,1000,5278.3579681299625
5053.587989186212,1000,5404.513168812061
5157.734608252152,1000,5338.54689182469
5202.407122199723,1000,5381.231511376027
5152.589689317913,1000,3730.212696591927
5230.523275781399,1000,5358.266000861063
5159.43857169075,1000,5325.725413330659
5184.457065899487,1000,5304.979701946836
5142.992843051373,1000,4401.265882862394
5015.74208431354,1000,5324.303345867236
5200.3410168299015,1000,5381.85526467799
5208.712854505524,1000,4374.9539526375665
5219.456365393638,1000,5250.727610365772
5067.260940379042,1000,5387.19366421626
5155.740216671272,1000,5293.48152787841
5189.831753120977,1000,5318.823202059981
5204.6720513914615,1000,2992.6650213191074
5202.0159971424655,1000,5433.346336031082
5130.2474286986,1000,5073.828650967031
5238.310356659612,1000,3487.5343992463618
5114.681943264274,1000,2997.5442633843872
5177.480907211939,1000,3635.7950376059407
5056.562954497599,1000,4357.575274665549
5114.463076943605,1000,5392.420828244376
4983.688581550876,1000,4513.626784579418
3026.965684354966,600,2015.893180887798
4909.528277818633,1000,5390.324612347237
5131.945750826748,1000,5332.810015749219
5189.3408977579675,1000,2549.418964733154
5182.410708975947,1000,4071.212066479252
5125.618496237889,1000,5316.860779619803
5222.848113357458,1000,4438.264009119781
5197.013217610297,1000,4407.29641643554
5179.536051030233,1000,3127.096305564307
1226.5706751948762,258,4230.433855828071
5197.19915801842,1000,3883.2750418543437
5258.243160219505,1000,1203.5607134879815
5235.9488594951345,1000,2058.119071333384
950.6455159862229,188,4395.201527663563
2397.948341762041,465,5339.845065345266
5081.076473687704,1000,4913.686034925839
4970.040573841671,1000,5299.357217011709
1606.1607293676984,312,4976.294562395969
5241.988293945914,1000,4365.715463834803
5308.721570991584,1000,4538.479278086989
1026.4159671786276,195,5465.851894799703
5130.8801163155995,1000,5409.759479055031
3375.5559466587933,664,5500.6963564371945
3606.229862136345,698,5271.960983387375
5212.567305084165,1000,5077.652105776409
5353.89399687086,1000,5426.473081470357
5433.666989395558,1000,5506.722173425606
5350.711120862787,1000,4207.205872332931
5360.4230076674685,1000,4980.572658457886
5203.859813764294,1000,5418.406540334472
5234.928264297065,1000,3010.597461909777
5466.496678622807,1000,4491.396550270829
2854.032085906066,546,3416.9111149878713
2695.2457208333035,509,4046.105855956547
5236.413661357774,1000,5555.448323932787
5347.4706339379145,1000,5391.96416630067
5206.039128614529,1000,5428.746835422592
5195.256451966783,1000,3894.6395384573334
5250.007298852509,1000,4091.4113302117416
5267.196164950319,1000,5133.27079389693
5216.025115175098,1000,5436.759369945963
5290.447329378944,1000,5452.813129761498
5336.68453211182,1000,5376.36160366054
5073.828438071083,1000,5353.168962807556
5232.837362508253,1000,4041.4353973197103
5171.550902723467,1000,4251.070986204437
5229.128661378651,1000,4310.5745940823
5088.561355814868,1000,5464.073191098727
4997.392645593099,1000,3927.2186146617323
5164.558809996363,1000,5083.013262859689
5244.288291469225,1000,5239.026713817853
5395.916834379089,1000,4931.507042629901
5005.338788307467,1000,4448.6718704049545
5273.656213757003,1000,4467.925303354307
5286.431113139777,1000,5277.9849547764825
4887.820819008424,1000,3262.13320470949
5068.293540718316,1000,5572.652065306525
4996.049741162723,1000,5349.481080182961
5230.99618696144,1000,5430.453119819116
5268.945917871024,1000,5514.998411315375
5184.909091943642,1000,5577.948285272201
5401.345243377719,1000,5038.575268647541
5432.959189463602,1000,4911.012727210629
5330.8490050691225,1000,3229.6293418560413
5386.377159717502,1000,5503.023909144759
5333.849032707221,1000,5265.282486962505
5278.350825212775,1000,4270.0106108514665
5297.748843110226,1000,4190.708809042722
5253.152305165439,1000,2496.3662960430947
711.5005715200982,153,5475.0429225539465
5221.313987798434,1000,2765.6509207349072
5288.35626095763,1000,5574.654151153164
5237.997987626665,1000,5406.3334616246375
5145.568887178482,1000,5400.232565124057
5372.418811644634,1000,2159.0876539180863
5009.482151199329,1000,4982.948175511983
5290.148904549233,1000,4284.905995795722
5183.485048198806,1000,2340.070678477136
5207.19714653433,1000,5253.792249810929
4996.752440316444,1000,3966.325917018033
5145.470021865551,1000,5501.637489240559
5120.666845119156,1000,5390.772040809047
5113.631033025712,1000,5390.743370032926
5238.92275991321,1000,5013.376789841861
5180.3442372927675,1000,3539.678031389919
5355.041998572046,1000,4533.819418690844
5197.824578808835,1000,5461.6761705178305
5111.309731921322,1000,5212.490383080435
5293.602897260569,1000,5520.871402020329
5261.645020665857,1000,5424.238809883862
5222.611939784158,1000,4773.15355751275
