EpisodeReturn,EpisodeLength,EvalReturn,EvalReturnStd
95.05637838891323,20,187.16768887637843,7.741685671825872
366.28113830428777,71,334.0280743473944,114.78265951878548
539.8293593340355,107,458.7725570096678,107.90236526448633
353.620260772003,69,478.02862017339623,105.41165000739878
412.8111690219226,80,481.940404298375,85.79873207167476
420.6796177600796,86,483.7398804490714,117.65078483669416
596.7548319886331,118,453.3483116241174,76.13313560062242
505.28704312452635,109,513.2414015236996,98.6171138052591
658.7735905385794,144,645.6225754100119,298.192105908403
657.9915613255935,122,718.7587358506938,206.6150728705117
764.038623122804,149,640.4377081343816,152.86854761996355
495.08855957530744,111,753.3635304302283,304.53819709185933
694.5506093574662,149,889.6331266458823,354.3661160266178
757.1542842387927,169,752.840756917289,220.45542187801055
394.1842161258445,91,724.2916322911117,205.4010912486845
491.80358791649843,98,1174.4889717675023,387.329376098438
900.605684322204,181,726.1376395590894,261.87229058856633
492.2997905913291,99,812.4959564113622,143.21806067283353
611.8296483295568,119,633.8091728474591,176.93149073454455
667.9055318345709,130,976.0468805557124,254.90837171261836
561.2196684974109,109,856.3931039037379,373.00351817611386
2005.5503093005368,423,965.6713450511103,527.2193782918094
1757.0021312460258,372,988.9193270715717,253.6960828998489
588.2115384460733,141,1003.8208068391966,374.7210889162923
2393.795741541177,513,1331.475070220138,711.2546308390736
816.6671016272425,156,964.3666892055995,291.30242054999206
571.1792838548672,110,1360.3830942548502,946.5982013176027
921.51582560333,178,1478.181483380363,535.7017181053662
951.1315058010721,216,1821.6179274789997,1195.084056740283
4632.485392345493,1000,2810.8307220022675,1323.7764953916687
1536.7311368832939,300,1515.654077996132,539.6016412932294
1329.34850845513,269,1959.2414811969265,646.8279733465337
1370.4296369031806,274,1873.513212113318,514.0622828430977
1311.5022585037664,256,1802.691329591727,1061.884990001926
4569.957742871692,1000,1120.5400003242244,814.8747963470724
1677.3555867455098,330,2555.343387998368,853.5480810457599
4988.307591606392,1000,3278.5577934937783,1029.9884105172853
1113.1040674940216,250,3503.574390665366,1121.31218015635
4806.77848977013,1000,3797.7570430549067,1530.5662391098297
4755.972426039624,1000,2253.944274283911,1393.1804046166617
4551.8430335481535,1000,3142.356707865005,1477.2464422860523
4794.992816430612,1000,2699.2289361901703,1249.0166806165496
4766.69678191378,1000,4175.789947189878,981.823150384706
4190.645432205883,855,4663.071412710206,1158.2405763265076
4811.354186225994,1000,3468.995047554653,1611.3063870433043
4869.389118676293,1000,3810.928803340571,1657.6055932527097
5045.1956183709835,1000,4024.5264767021918,1598.272081752569
4825.764531101269,1000,4013.8751570410923,1338.1251614576775
4722.48697970128,1000,4441.62936317215,1134.315485043377
5067.032366861404,1000,4590.116280973531,965.507460608767
1838.5362139292145,364,4385.570963121757,1248.4066114188493
3015.3209811830307,632,4206.727522901716,1114.6643001032858
4991.589726205517,1000,3859.930851764665,1730.0598219117776
4976.282845569562,1000,4892.725533953858,123.55357417389136
2131.806441319103,406,4198.6265890799095,1493.2742507093988
5144.890122469823,1000,4580.497371011572,966.4819831827305
5180.776000841997,1000,4157.493367405444,1383.6280310201876
5120.979624705221,1000,5022.550538483409,551.8407775331766
5037.137487060924,1000,5148.848307608899,40.16303171215989
1914.0639147535173,389,2298.191066605831,1221.0509975534967
5044.251966087291,1000,4937.858194730956,43.289625709288075
5073.9788301058015,1000,4569.75631438757,1254.6523241235423
5120.777187200316,1000,5116.761853537314,34.12626863875524
5246.470133224566,1000,4632.408578678911,1125.0174501244212
4865.605978567044,1000,4302.741683369098,1409.8255481593021
5138.969121660056,1000,4953.353861558456,96.61882193726171
523.4048283954234,132,3663.178246462189,1745.5009155658604
4712.2616333225715,1000,4667.8921840694275,1070.6033522081473
