EpisodeReturn,EpisodeLength,EvalReturn
82.68832563325334,18,302.64785135487307
389.39580848303854,90,305.42597967082366
584.2640409308987,115,289.7867604360679
348.8220210520424,68,483.0281926583499
419.79463271888915,95,515.708859335753
423.84407477405585,83,475.09538060620326
485.2448120832401,92,391.0953949525531
473.85517020848766,106,564.7040112057841
503.99174306879655,100,627.7722080000991
624.0209843339485,119,633.9241402582023
669.8765380002768,127,785.2215966526023
846.1173938608356,164,592.0678328691074
460.56437132457336,102,750.4496166768301
1241.2109483145427,241,601.9448603143
656.4126602788785,136,762.383305850388
935.7327684180058,177,731.8227283404262
1240.3592170917307,243,938.5044830406014
1617.9760246241283,323,980.9541785229691
966.9454653357948,193,1036.12122939554
788.5908439547462,157,996.9827069814122
1102.5058005195622,217,981.0886457487702
736.3619343404679,150,915.7100855553796
809.3658970908609,152,737.8926148775976
1082.18610553908,222,1023.1860710546769
1007.0975464011763,192,1188.8387044157093
1042.4550362958473,202,1717.1161893005542
1331.9736116932463,253,1288.7157433911914
1183.912909370254,237,1667.0415633772368
1072.0687315011126,219,1390.7203907340422
3034.412907838552,579,1236.6361940680858
2165.042122841496,427,2037.8013049644953
1909.7475883962902,382,1253.1098169453546
3480.693962519213,681,1981.2077697279615
1593.660545902471,315,2700.9829599316363
1196.283081570694,244,1907.4815303698986
4178.543372689415,802,1976.8434717562363
2253.2216950593966,436,4486.732763414412
3848.3039520637285,745,2026.7824304749497
1357.7538502963396,266,2922.2158437396197
2487.8485194115874,498,1628.0370263394834
5095.303259183939,1000,3880.5160482234105
3303.1026185203577,656,3952.0615516035214
5158.127853460409,1000,2741.4752214128303
5125.032427084312,1000,3393.286304634594
4821.697680855722,942,3820.5859240173327
1084.6454347207853,204,4727.297752973834
5148.350320158573,1000,4928.560085169282
5125.928624303292,1000,5170.957370489017
5190.451852680681,1000,5036.249491235276
5164.111395697392,1000,4947.27393656807
5067.538729297559,1000,5158.949808320295
5134.755958503287,1000,4043.9633432020078
5087.338374007963,1000,5187.063985865312
5077.366994770602,1000,5135.457530989041
5062.770976656916,1000,5093.321656711976
5063.434194823809,1000,5110.1717792809095
5000.194217570488,1000,3491.5794096392574
5081.691848007353,1000,4906.0953035667135
5135.451820224265,1000,5174.672863888074
5027.568959820604,1000,5184.0727586213125
5147.014869222716,1000,5248.338001624334
5017.343447518577,1000,5097.147199181865
5112.482203213862,1000,4486.690484554063
2274.8329759438743,467,5110.238849783321
5076.887391438609,1000,5190.884384700055
5085.3798585650275,1000,4779.000895145404
4946.942862654284,1000,5143.180255647473
5167.2549174225105,1000,4733.1273775429745
5159.338425607461,1000,5201.669600425501
5158.078056348609,1000,5187.098833092761
5110.862086431282,1000,5246.291085237534
5172.024302236971,1000,5219.760127898203
5020.626563246375,1000,5123.400485317782
677.1732818279318,143,5109.656069546572
5086.032825844088,1000,5193.112241769597
5093.551419724692,1000,5275.54834743437
5041.450390369359,1000,5230.918066895056
5129.8333641211675,1000,5153.181921962249
5129.033230623805,1000,5262.054167176996
5092.833902953051,1000,5101.344068817403
5099.456182624075,1000,4716.127427971643
5128.778077526655,1000,5301.27748996916
5172.948718482396,1000,5282.889163686401
5213.333212107331,1000,5252.908263860676
5161.045156595822,1000,5263.212103757844
5075.964456160918,1000,5129.796775803997
5172.488510419384,1000,5256.097150186095
5152.79356386631,1000,4136.727066650897
5106.822029619722,1000,5160.549542538776
4955.096425253384,1000,5007.227372191816
5074.078472979958,1000,5203.5518527062
5010.638795768966,1000,4500.9768289125395
5206.951168178512,1000,5279.771894817933
5076.726570461764,1000,4998.268222776385
5077.863167423238,1000,5249.078020464774
5154.637865471991,1000,5238.7129175968485
4962.77115156975,1000,4675.6994791945235
5146.887585903516,1000,5270.54271049459
5255.687310014094,1000,5299.1178322757705
5164.979287264186,1000,5280.673436887404
5144.043424155418,1000,5352.563069609915
5092.917499486426,1000,5067.306569847414
5182.565149390995,1000,5158.136991899497
