EpisodeReturn,EpisodeLength,EvalReturn
82.00091932184414,18,70.77532627100484
342.9282195575787,70,468.29867549839645
397.2784137948012,81,414.9412720651197
463.42983938953586,99,500.1044632376887
346.06574337307114,80,454.8892945207458
481.4323035425454,93,431.628527329474
524.9392120884451,99,613.2613963625013
473.7197973152098,90,514.6534660669507
499.5529488184891,110,628.6684384299159
617.2444295388702,124,580.3463461339048
596.1732405666761,115,554.8316435586934
660.9419911928251,126,605.1330522677731
736.4352459320621,141,603.4904610113374
545.6391049935304,104,623.1103180525532
766.932810835034,146,687.2153981032552
595.9578618564469,116,781.1659071445592
600.3776064227042,119,761.9948621534808
767.4901080139007,147,807.7419737379576
647.5546069069538,121,985.1077273467812
936.6788980930569,206,998.5974773741516
1124.4098526665043,224,777.3410217387553
1278.0906695046963,250,759.2672641764367
1155.672665617869,224,730.9152915213958
1278.4245314234909,249,844.2337320039933
1060.8063847015958,216,828.6390025870172
746.4751610843981,145,919.7540119089217
816.2510618917051,166,724.1402309732455
2043.6759363411477,406,1529.9608840165088
780.5301819959219,152,1147.1176295669768
1509.582477505238,288,1385.0128434048547
1218.7208639441312,243,1885.3144508653113
2995.631948035075,589,1841.480391513363
1495.5785413475683,299,2494.0339727728806
5070.249471332065,1000,2839.8654500899097
1013.9595170946548,200,3435.6595739753016
5038.039979242966,1000,4217.2764227672005
3864.743648975167,753,3352.3673367117235
5025.98021060196,1000,5094.471000013723
1761.2415622102526,342,5132.04384003043
1281.146332423596,271,3471.42843475832
5093.267181733517,1000,4783.98913139444
5051.260366538511,1000,4730.4709893742
5116.254222917207,1000,4975.206594420674
5115.2582858756,1000,4871.062904059653
5092.496097387843,1000,5166.766411142964
5137.130332104545,1000,5139.584089318515
5088.960080964797,1000,5121.618268662227
5092.57822891519,1000,5103.615934270556
5124.856588553906,1000,2978.4050413075047
5146.2425542274705,1000,5198.099156094811
5136.630083940637,1000,5162.743198892413
5152.2303531527805,1000,5217.661236319741
5105.711022931749,1000,4708.960549164853
5091.67098655157,1000,4781.4976444324875
5149.636592177044,1000,3831.043496457206
5091.253830351655,1000,5119.385051108377
5127.139526055331,1000,4804.030365791774
5140.54610826644,1000,5226.12830605006
1651.2530446707026,345,4256.920093130223
5133.129121813781,1000,5153.71990984972
5115.748040757859,1000,4842.422380332152
5102.159804109222,1000,5198.327283695482
5089.742821358946,1000,4920.838020945968
5087.417838394262,1000,5118.3971387648035
2701.5990441332847,545,5171.358311167869
5108.925289661329,1000,5155.284984939271
5093.492508223587,1000,5140.2952221264695
5105.743463830146,1000,5176.873087274736
5169.064290884688,1000,5229.505049047913
5116.712494081452,1000,5179.649048173205
5135.856283706975,1000,5209.747357934003
5142.190944310613,1000,5194.152804737501
5138.535958728012,1000,5184.2271975950025
5108.70227319851,1000,5211.234353838588
5133.0590966495365,1000,5189.850650879715
5132.189602416143,1000,5210.570065889519
5179.299671463256,1000,5203.434867545771
5129.511608866836,1000,4680.603813498085
5087.592695925223,1000,5213.7962416081045
5088.550743838399,1000,5144.415884291882
5143.168444924277,1000,5201.487059975721
5117.667023674857,1000,5190.344796660127
5156.473622880593,1000,5154.004195580122
5160.94104690195,1000,5274.725251167218
5179.561352882175,1000,5132.891085075731
5153.234597372766,1000,5273.627593537839
5180.767387391964,1000,5320.436216287862
5147.238798915974,1000,5223.866833940595
5151.69150887515,1000,5275.049640027546
5109.88286506333,1000,5249.783380467976
5166.3758696695595,1000,5184.149968047035
5173.166820552701,1000,5133.01052349969
5126.414396202622,1000,5204.316415021286
5031.425554451354,1000,5138.38972241834
5094.585091128996,1000,5235.178542537212
5151.968352150663,1000,5208.459332002817
5130.796608013808,1000,5170.064057580912
5119.054585694997,1000,5084.163182998774
5060.591802575391,1000,5266.781673590356
5150.49797777828,1000,5184.691061750638
5165.309637314139,1000,5175.259479334704
5181.228734156679,1000,5275.334579747005
5100.782907610516,1000,5159.649526516774
5185.457297641632,1000,5254.748625658257
5159.125157225693,1000,5186.416780644206
5230.388321741666,1000,5236.235966717327
5177.545971805798,1000,5248.956206911285
5193.4834846462645,1000,5251.32118365422
5203.744535033006,1000,4883.332567934615
5190.3259488828735,1000,5253.584327634122
5162.845867405841,1000,4813.018480197019
5154.08179487451,1000,5155.116704131448
5112.260219258118,1000,5115.028512115649
5139.683224997808,1000,5286.975350781224
5000.914627945061,1000,5172.39745766964
5108.159439131242,1000,5232.882068428901
5198.795711337224,1000,5241.824036423553
5170.38496887001,1000,5253.908414274758
5168.299011229282,1000,5159.001880873935
5241.076017390571,1000,5226.640438079135
4719.712548941294,900,5298.078743527217
5205.858323969006,1000,5239.764802494361
5240.869754859527,1000,5279.5048957668205
5269.2591474314895,1000,2886.002757759595
5039.703462433398,1000,5235.325481819418
5164.410724971004,1000,5197.401826371702
5154.28196292566,1000,5119.772175409194
5198.575416289453,1000,4753.404977379227
5285.964148863629,1000,5299.888390381215
292.14354806579826,61,3913.7620328031917
5110.031654742302,1000,5320.095336461419
5258.330115333335,1000,4763.486022026505
5149.788960730795,1000,4730.314866970671
5262.31207152736,1000,5183.847798992203
853.4848029831785,167,4412.437371926473
5239.935509174078,1000,4792.379982881005
5184.354581738962,1000,5262.481723181716
5312.926040050793,1000,5346.341344104095
1235.3458484260786,232,4165.708605101017
5324.66579622203,1000,4968.354610801849
5175.103273569263,1000,5208.266111543207
373.51497830232404,78,5339.866625363275
5096.661475567853,965,4811.542791274002
5146.111908840462,1000,1502.343313814553
4481.771235005143,873,4664.447134808656
550.5292854540245,109,3934.5095449326427
5304.1236316070335,1000,5393.911638147851
5213.9834830896,1000,4948.9776623475755
5207.01676895999,1000,5253.211745516977
5257.14464816428,1000,4257.41792941264
5243.393514007747,1000,5132.4923953683265
5236.425006227498,1000,4922.801172203415
5134.652725494142,1000,5158.41797240361
5185.555650658387,1000,4889.682141811227
5144.898466804626,1000,5201.941108031453
5131.769707709432,1000,2072.246276935166
5139.749730999972,1000,5206.512591314769
5248.049203030718,1000,5193.266168206743
5113.110439142205,1000,5229.4265173730955
5162.065139678408,1000,5178.69774368248
5179.339776260397,1000,4823.187634301762
5050.102485153764,1000,5222.087513135291
636.811222363758,131,5219.915656707293
5084.784676524716,1000,5240.137496445799
5260.272495328077,1000,5272.4364500602305
5142.996002010403,1000,5108.3094809951335
5162.717881215022,1000,5200.986058204589
5213.563376599295,1000,5159.946819281158
5175.633327247115,1000,5381.96805559988
5280.925510739139,1000,5236.611115410163
5196.5031254277355,1000,5245.15552699369
5157.2159195985605,1000,5171.308366778166
5267.19576245449,1000,5318.9352429956
5234.472995791693,1000,4875.455016256807
4609.982448264641,892,4605.768677919557
5137.878230153533,1000,5196.6385127511
5136.889590667418,1000,5180.269892361833
5165.381772326782,1000,5146.043516019095
5168.4631859771025,1000,5159.340953816531
5167.0400901089615,1000,5119.109343488172
5129.1386855181045,1000,5185.077866319491
5159.171421688287,1000,4222.66848456529
5203.161052317595,1000,5296.988601808651
5173.361233341897,1000,5210.28699454989
5096.450187899794,1000,5259.0770385504875
5162.192348506196,1000,4568.9340103451905
5051.111611823283,1000,5256.755741281039
5206.451845700744,1000,5231.431230914963
5286.989946764325,1000,5297.7017596455835
5139.169884240367,1000,5254.945025867318
5250.2306494542445,1000,5234.741718829413
5184.1855949928895,1000,4732.934613635948
5160.9640405793725,1000,5286.547114263073
5120.9004437826425,1000,5234.036450567248
4981.5259087608065,1000,5192.158894639177
5289.93365007363,1000,5205.148714270237
5251.68812074683,1000,5255.589999040456
5192.67274558815,1000,5289.1271895734235
5257.422384312632,1000,5173.817586712195
5176.029604359771,1000,5255.811398735716
